,raw_sSPY,raw_s_meanSPY,raw_volatilitySPY,raw_scoreSPY,sSPY,s_meanSPY,s_volatilitySPY,s_scoreSPY,s_volumeSPY,sv_meanSPY,sv_volatilitySPY,sv_scoreSPY,s_dispersionSPY,s_buzzSPY,s_deltaSPY,next_Return,today_Return,classret
2016-03-04,44.615,38.273,25.141,0.252,26.743000000000002,21.162,13.88,0.402,1021.0,819.1110000000001,368.166,0.5479999999999999,0.327,1.64,0.16600000000000392,0.0007982986857658452,0.003253548920080469,0
2016-03-07,12.783,37.743,25.191,-0.991,9.738,20.61,13.852,-0.785,537.0,842.283,351.449,-0.8690000000000001,0.40399999999999997,0.775,-31.832,-0.010917802700390502,0.0007982986857658452,-1
2016-03-08,-8.71,33.81,26.715,-1.5919999999999999,-8.615,18.101,15.027999999999999,-1.778,1017.0,835.5319999999999,358.914,0.506,0.319,1.655,-21.493000000000002,0.004939571721963106,-0.010917802700390502,1
2016-03-09,11.511,32.584,25.8,-0.8170000000000001,6.2379999999999995,17.365,13.988,-0.795,1002.0,834.5060000000001,358.389,0.467,0.314,1.621,20.221,0.0008024275052022386,0.004939571721963106,0
2016-03-10,26.802,32.604,26.151999999999997,-0.222,14.549000000000001,17.430999999999997,14.129000000000001,-0.204,1011.0,834.7860000000001,358.418,0.49200000000000005,0.326,1.615,15.291,0.01613712595449565,0.0008024275052022386,1
2016-03-11,10.456,32.01,26.605999999999998,-0.81,12.302,17.512999999999998,14.162,-0.368,1210.0,853.128,366.147,0.975,0.28800000000000003,1.93,-16.346,-0.001282279573937335,0.01613712595449565,-1
2016-03-14,27.164,31.328000000000003,27.061999999999998,-0.154,18.549,17.012,14.424000000000001,0.107,507.0,841.779,365.17199999999997,-0.917,0.42,0.647,16.708000000000002,-0.0016296395061693597,-0.001282279573937335,-1
2016-03-15,9.475,30.456999999999997,27.357,-0.767,-0.9,16.14,14.853,-1.147,752.0,816.8580000000001,363.455,-0.17800000000000002,0.32,0.6809999999999999,-17.689,0.005787198949269662,-0.0016296395061693597,1
2016-03-16,14.86,28.9,26.125999999999998,-0.537,10.215,15.588,13.83,-0.38799999999999996,667.0,782.819,346.226,-0.335,0.35200000000000004,0.693,5.385,0.006344098678945117,0.005787198949269662,1
2016-03-17,23.471,24.709,20.291,-0.061,12.478,13.147,9.698,-0.069,1151.0,780.118,337.30199999999996,1.1,0.31,1.7719999999999998,8.611,0.003909495090909354,0.006344098678945117,1
2016-03-18,45.083,24.298000000000002,19.459,1.068,25.61,13.14,9.681000000000001,1.288,936.0,779.133,331.64300000000003,0.473,0.348,1.264,21.612,0.0014188912462309146,0.003909495090909354,1
2016-03-21,13.699000000000002,23.663,19.19,-0.519,7.941,12.675999999999998,9.544,-0.496,485.0,757.2460000000001,335.795,-0.8109999999999999,0.414,0.737,-31.383999999999997,-0.0005374505353722278,0.0014188912462309146,0
2016-03-22,0.13,20.340999999999998,16.679000000000002,-1.212,-2.93,10.883,8.883,-1.555,755.0,731.664,330.397,0.071,0.335,0.9009999999999999,-13.569,-0.006599486767691675,-0.0005374505353722278,-1
2016-03-23,8.772,18.454,15.81,-0.612,6.722,9.936,8.53,-0.377,820.0,724.6560000000001,327.912,0.29100000000000004,0.33899999999999997,1.185,8.642,-0.00044295062693438473,-0.006599486767691675,0
2016-03-24,-8.763,15.625,15.671,-1.556,-5.832000000000001,8.146,8.237,-1.6969999999999998,881.0,719.204,324.519,0.499,0.348,1.297,-17.535,0.0005908330196659542,-0.00044295062693438473,0
2016-03-28,14.962,16.39,14.552,-0.098,11.504000000000001,8.734,7.843999999999999,0.353,481.0,667.2280000000001,333.588,-0.5579999999999999,0.418,0.8320000000000001,23.725,0.009250098178256757,0.0005908330196659542,1
2016-03-29,11.875,16.829,14.065,-0.35200000000000004,3.8280000000000003,8.704,7.65,-0.637,731.0,647.183,329.23,0.255,0.353,1.212,-3.0869999999999997,0.00438771949073228,0.009250098178256757,1
2016-03-30,58.44,18.75,16.61,2.39,36.633,9.927,9.658,2.765,1080.0,652.423,334.397,1.2790000000000001,0.41,1.798,46.565,-0.002426948792798939,0.00438771949073228,-1
2016-03-31,8.359,17.842,14.37,-0.66,5.321000000000001,9.109,8.103,-0.46799999999999997,756.0,628.344,308.185,0.414,0.36200000000000004,0.815,-50.080999999999996,0.006811959773999649,-0.002426948792798939,1
2016-04-01,16.581,16.861,12.408,-0.023,14.866,8.888,7.649,0.7809999999999999,973.0,634.139,307.099,1.103,0.327,1.817,8.222,-0.0032379567295395166,0.006811959773999649,-1
2016-04-04,17.469,16.322,12.425,0.092,12.562000000000001,8.588,7.59,0.524,513.0,633.759,300.793,-0.401,0.41700000000000004,1.28,0.8880000000000017,-0.009987869090905172,-0.0032379567295395166,-1
2016-04-05,-2.3169999999999997,15.847999999999999,12.968,-1.401,-1.308,8.2,7.928999999999999,-1.199,806.0,630.411,306.848,0.5720000000000001,0.33399999999999996,1.38,-19.786,0.01092118114578085,-0.009987869090905172,1
2016-04-06,-10.055,14.18,13.909,-1.742,-2.693,7.47,8.193999999999999,-1.24,770.0,613.506,287.562,0.544,0.374,1.281,-7.7379999999999995,-0.011965899738065907,0.01092118114578085,-1
2016-04-07,31.586,13.698,12.965,1.38,15.911,6.978,7.751,1.153,824.0,610.515,283.339,0.753,0.35200000000000004,1.409,41.641,0.0026967541460685245,-0.011965899738065907,1
2016-04-08,8.627,12.842,12.677999999999999,-0.332,9.366,6.787000000000001,7.61,0.33899999999999997,913.0,628.481,290.057,0.981,0.353,1.6059999999999999,-22.958999999999996,-0.002347168704157651,0.0026967541460685245,-1
2016-04-11,5.388999999999999,12.537,12.440999999999999,-0.575,1.571,6.575,7.162000000000001,-0.6990000000000001,474.0,625.443,283.245,-0.535,0.424,1.032,-3.2380000000000013,0.00931278287789557,-0.002347168704157651,1
2016-04-12,-0.551,12.447000000000001,12.639000000000001,-1.028,0.315,6.5920000000000005,7.18,-0.8740000000000001,966.0,629.488,295.45,1.139,0.342,1.5830000000000002,-5.9399999999999995,0.010101019911627252,0.00931278287789557,1
2016-04-13,50.292,15.082,14.786,2.381,35.365,8.533,9.329,2.8760000000000003,908.0,624.729,290.04200000000003,0.977,0.34600000000000003,1.473,50.843,4.805288461662307e-05,0.010101019911627252,0
2016-04-14,43.494,15.309000000000001,14.68,1.92,23.358,8.356,8.265,1.815,840.0,635.57,292.682,0.698,0.348,1.123,-6.798000000000002,-0.0011056968680741015,4.805288461662307e-05,-1
2016-04-15,22.974,16.209,15.959000000000001,0.424,12.517999999999999,8.782,8.621,0.433,739.0,664.288,278.35400000000004,0.268,0.36700000000000005,0.8340000000000001,-20.52,0.0070266917269555225,-0.0011056968680741015,1
2016-04-18,7.087000000000001,15.512,16.142,-0.522,6.795,8.373,8.56,-0.184,628.0,674.823,270.355,-0.17300000000000001,0.39,1.3840000000000001,-15.887,0.0031542199590352594,0.0070266917269555225,1
2016-04-19,39.506,15.520999999999999,16.24,1.4769999999999999,22.919,8.201,8.672,1.6969999999999998,860.0,658.1080000000001,267.777,0.754,0.35700000000000004,1.391,32.419,0.0009528918805007361,0.0031542199590352594,0
2016-04-20,29.724,15.995999999999999,16.697,0.8220000000000001,17.88,8.721,9.096,1.0070000000000001,783.0,651.9540000000001,262.89,0.498,0.37,0.7959999999999999,-9.782,-0.005378414886861,0.0009528918805007361,-1
2016-04-21,11.036,15.739,16.55,-0.284,3.91,8.323,8.982999999999999,-0.491,735.0,648.851,261.397,0.33,0.397,0.8240000000000001,-18.688000000000002,0.0,-0.005378414886861,0
2016-04-22,-1.8130000000000002,14.779000000000002,16.918,-0.981,-1.2009999999999998,7.881,9.172,-0.99,794.0,652.217,258.96,0.5479999999999999,0.37200000000000005,1.44,-12.849,-0.0017227353126174026,0.0,-1
2016-04-25,4.107,14.798,16.516,-0.647,-0.22399999999999998,7.735,8.891,-0.895,505.0,642.624,251.69799999999998,-0.547,0.408,1.358,5.92,0.0014860121687079787,-0.0017227353126174026,1
2016-04-26,22.639,16.736,15.117,0.39,14.985999999999999,9.125,8.123,0.721,736.0,631.589,259.464,0.402,0.349,1.331,18.532,0.00205824240913703,0.0014860121687079787,1
2016-04-27,9.002,15.155999999999999,14.845999999999998,-0.415,2.219,8.174,8.02,-0.743,784.0,630.495,258.17400000000004,0.595,0.342,1.436,-13.636999999999999,-0.009075753262695148,0.00205824240913703,-1
2016-04-28,22.449,16.247,14.7,0.42200000000000004,15.405,8.846,8.049,0.815,1013.0,638.614,266.85900000000004,1.403,0.317,1.946,13.447000000000001,-0.005398867274991827,-0.009075753262695148,-1
2016-04-29,-18.635,14.383,16.584,-1.9909999999999999,-12.4,7.611000000000001,9.238,-2.166,1078.0,662.949,280.268,1.4809999999999999,0.309,2.0,-41.084,0.007948427199644765,-0.005398867274991827,1
2016-05-02,11.064,15.517999999999999,14.972999999999999,-0.297,9.106,8.41,8.305,0.084,475.0,659.5939999999999,275.85400000000004,-0.669,0.41700000000000004,1.161,29.699,-0.008703163876023464,0.007948427199644765,-1
2016-05-03,12.107000000000001,14.187999999999999,14.305,-0.145,0.815,7.192,7.894,-0.8079999999999999,847.0,650.447,279.685,0.703,0.342,1.544,1.043000000000001,-0.005578235242952111,-0.008703163876023464,-1
2016-05-04,6.626,12.489,11.417,-0.514,1.054,6.504,6.647,-0.82,828.0,645.172,275.428,0.664,0.34299999999999997,1.494,-5.481000000000001,-0.00019508317142999298,-0.005578235242952111,0
2016-05-05,5.531000000000001,11.275,11.579,-0.496,7.586,6.301,6.624,0.19399999999999998,771.0,648.868,277.103,0.441,0.322,0.94,-1.0949999999999998,0.0036590720414730452,-0.00019508317142999298,1
2016-05-06,3.431,10.501,12.039000000000001,-0.5870000000000001,3.884,5.904,6.747000000000001,-0.299,907.0,666.439,281.63,0.8540000000000001,0.345,1.6159999999999999,-2.1000000000000005,0.000826356208311367,0.0036590720414730452,0
2016-05-09,17.264,9.888,9.627,0.7659999999999999,12.503,5.496,5.417000000000001,1.294,449.0,648.382,278.67900000000003,-0.715,0.423,0.79,13.832999999999998,0.012433814233004176,0.000826356208311367,1
2016-05-10,24.611,9.574,9.377,1.6030000000000002,19.389,5.55,5.796,2.388,715.0,638.3430000000001,283.414,0.27,0.366,0.82,7.347000000000001,-0.009354747076343543,0.012433814233004176,-1
2016-05-11,44.361000000000004,10.890999999999998,12.155999999999999,2.753,24.593000000000004,6.125,6.772,2.727,872.0,643.715,287.14,0.795,0.33299999999999996,1.551,19.750000000000004,0.00029054721549350335,-0.009354747076343543,0
2016-05-12,-13.097999999999999,10.211,13.584000000000001,-1.716,-6.3,5.672999999999999,7.195,-1.6640000000000001,883.0,650.7230000000001,291.064,0.7979999999999999,0.336,1.581,-57.459,-0.008714189666090924,0.00029054721549350335,-1
2016-05-13,23.343000000000004,11.606,13.105,0.8959999999999999,11.876,6.365,6.928,0.795,802.0,660.687,289.29200000000003,0.488,0.34700000000000003,1.349,36.441,0.009865227824408464,-0.008714189666090924,1
2016-05-16,10.762,10.607000000000001,13.205,0.012,9.023,5.968,7.063,0.433,472.0,664.832,285.736,-0.675,0.447,0.932,-12.581000000000003,-0.009333557449139974,0.009865227824408464,-1
2016-05-17,13.456,10.39,13.247,0.231,4.413,5.709,7.039,-0.184,767.0,657.86,289.703,0.377,0.449,1.416,2.693999999999999,0.0002928874700614282,-0.009333557449139974,0
2016-05-18,-10.870999999999999,9.469,14.275,-1.425,-6.659,5.172999999999999,7.542999999999999,-1.569,1030.0,659.305,292.97,1.265,0.345,1.797,-24.326999999999998,-0.003464969919185663,0.0002928874700614282,-1
2016-05-19,-19.617,8.795,15.243,-1.864,-12.333,4.931,7.973,-2.165,1159.0,665.2180000000001,301.987,1.635,0.36200000000000004,1.9069999999999998,-8.746000000000002,0.006317375215245431,-0.003464969919185663,1
2016-05-20,6.087000000000001,8.815,14.663,-0.18600000000000003,9.715,5.452999999999999,7.277,0.586,962.0,667.617,295.21,0.997,0.33,1.65,25.704,-0.0013625869540517218,0.006317375215245431,-1
2016-05-23,7.954,7.945,15.145999999999999,0.001,6.459,4.8919999999999995,7.353,0.213,490.0,669.7080000000001,291.28,-0.617,0.40399999999999997,1.1159999999999999,1.866999999999999,0.012962272351565328,-0.0013625869540517218,1
2016-05-24,27.85,9.355,15.614,1.185,24.813000000000002,6.136,8.488999999999999,2.2,893.0,666.178,299.551,0.757,0.34700000000000003,1.597,19.896,0.006783104988287679,0.012962272351565328,1
2016-05-25,48.803000000000004,11.241,17.42,2.156,36.025999999999996,7.193,9.991,2.886,1023.0,672.966,306.981,1.14,0.321,1.614,20.953000000000003,0.0002866829142166692,0.006783104988287679,0
2016-05-26,32.714,12.392999999999999,17.465,1.1640000000000001,18.112000000000002,7.346,8.427999999999999,1.2770000000000001,730.0,671.115,308.012,0.191,0.374,0.7,-16.089000000000006,0.0042992692137020635,0.0002866829142166692,1
2016-05-27,29.928,13.627,19.101,0.853,20.804000000000002,8.107000000000001,9.334,1.36,697.0,674.6210000000001,306.341,0.073,0.35600000000000004,0.7020000000000001,-2.785999999999998,-0.0019026302819968718,0.0042992692137020635,-1
2016-05-31,18.695,12.224,17.942999999999998,0.361,13.668,7.122000000000001,8.566,0.764,472.0,642.724,317.022,-0.539,0.40299999999999997,1.228,-11.233,0.0020492184912185357,-0.0019026302819968718,1
2016-06-01,3.782,12.085999999999999,17.662,-0.47,2.7319999999999998,6.853,8.302999999999999,-0.496,865.0,637.605,325.14599999999996,0.6990000000000001,0.353,1.3530000000000002,-14.913,0.003043705653803433,0.0020492184912185357,1
2016-06-02,22.587,12.815999999999999,17.629,0.5539999999999999,10.715,7.027,8.217,0.449,734.0,632.221,322.538,0.316,0.337,0.847,18.805,-0.0029870797404176843,0.003043705653803433,-1
2016-06-03,31.963,14.237,18.049,0.982,13.988,7.591,8.353,0.7659999999999999,949.0,646.394,327.786,0.9229999999999999,0.36,1.7209999999999999,9.376000000000001,0.005088486803728369,-0.0029870797404176843,1
2016-06-06,31.741999999999997,14.539000000000001,18.72,0.919,25.939,8.411,9.592,1.827,462.0,641.9580000000001,322.42400000000004,-0.5579999999999999,0.45,1.247,-0.22100000000000364,0.001561329503816708,0.005088486803728369,1
2016-06-07,56.494,17.108,19.948,1.974,38.89,9.831,10.777000000000001,2.696,733.0,621.77,318.217,0.35,0.4,1.242,24.752000000000002,0.0032596467442267745,0.001561329503816708,1
2016-06-08,43.537,19.768,19.082,1.246,30.054000000000002,10.972000000000001,9.849,1.9369999999999998,730.0,606.686,303.56,0.406,0.414,0.903,-12.957,-0.0013655083431168853,0.0032596467442267745,-1
2016-06-09,19.768,21.546,17.991,-0.099,6.705,11.214,8.96,-0.503,657.0,590.308,290.156,0.23,0.39399999999999996,0.667,-23.769,-0.009477531973995685,-0.0013655083431168853,-1
2016-06-10,3.057,21.316,18.74,-0.9740000000000001,-0.17800000000000002,11.064,9.305,-1.208,799.0,595.658,289.904,0.701,0.389,1.354,-16.711000000000002,-0.007711762488778001,-0.009477531973995685,-1
2016-06-13,-2.573,19.455,20.419,-1.079,-0.063,10.004,10.15,-0.992,452.0,587.784,283.15,-0.48,0.44,0.657,-5.63,-0.0019669177543781475,-0.007711762488778001,-1
2016-06-14,-14.198,16.404,21.006999999999998,-1.4569999999999999,-9.222000000000001,8.277999999999999,10.769,-1.625,939.0,576.781,281.10400000000004,1.2890000000000001,0.35,1.732,-11.625,-0.0013939290990084819,-0.0019669177543781475,-1
2016-06-15,23.116999999999997,15.495,19.184,0.397,14.924000000000001,8.027999999999999,10.052999999999999,0.6859999999999999,790.0,570.536,273.877,0.8009999999999999,0.382,1.276,37.315,0.0029843321299649677,-0.0013939290990084819,1
2016-06-16,-31.046999999999997,12.107999999999999,21.574,-2.0,-22.695999999999998,5.789,11.967,-2.38,1015.0,595.905,298.282,1.405,0.35200000000000004,1.9140000000000001,-54.163999999999994,-0.003702793197264784,0.0029843321299649677,-1
2016-06-17,-12.159,10.764000000000001,19.891,-1.1520000000000001,-12.210999999999999,4.98,11.042,-1.557,824.0,596.229,290.433,0.784,0.354,1.442,18.887999999999998,0.006440063791592657,-0.003702793197264784,1
2016-06-20,27.3,11.025,20.537,0.792,21.230999999999998,5.943,11.222999999999999,1.3619999999999999,574.0,626.9169999999999,270.538,-0.196,0.40399999999999997,1.234,39.459,0.0028385661918144092,0.006440063791592657,1
2016-06-21,21.948,10.812000000000001,20.382,0.546,13.187000000000001,5.678999999999999,10.814,0.6940000000000001,750.0,613.056,271.448,0.504,0.35700000000000004,1.172,-5.352,-0.0016311456377762705,0.0028385661918144092,-1
2016-06-22,35.042,11.749,21.138,1.102,24.835,6.336,11.558,1.6,707.0,610.5319999999999,270.23,0.35700000000000004,0.376,1.248,13.094000000000001,0.0130225464770067,-0.0016311456377762705,1
2016-06-23,22.069000000000003,10.832,20.203,0.556,17.614,5.865,10.899000000000001,1.078,818.0,612.632,271.262,0.757,0.344,1.556,-12.972999999999999,-0.03590907960636985,0.0130225464770067,-2
2016-06-24,23.81,11.805,20.357,0.59,12.552,5.957999999999999,10.668,0.618,1808.0,668.528,383.32300000000004,2.9730000000000003,0.298,2.661,1.740999999999996,-0.01790985490282333,-0.03590907960636985,-1
2016-06-27,-22.136,7.196000000000001,19.549,-1.5,-19.910999999999998,2.8739999999999997,10.732000000000001,-2.123,884.0,709.455,354.961,0.49200000000000005,0.37799999999999995,1.7309999999999999,-45.946,0.01803602651194234,-0.01790985490282333,1
2016-06-28,34.529,7.627999999999999,16.858,1.5959999999999999,30.778000000000002,4.1160000000000005,9.97,2.674,1241.0,719.76,379.6,1.3730000000000002,0.31,1.702,56.665000000000006,0.017027593755327707,0.01803602651194234,1
2016-06-29,62.931999999999995,7.465,20.134,2.755,39.064,4.162,11.292,3.091,1079.0,744.81,394.473,0.847,0.331,1.663,28.40299999999999,0.01364556249597353,0.017027593755327707,1
2016-06-30,47.963,9.952,23.043000000000003,1.65,28.611,5.27,12.264000000000001,1.903,1175.0,768.9069999999999,407.88800000000003,0.996,0.337,1.8019999999999998,-14.968999999999994,0.0021004487702966927,0.01364556249597353,1
2016-07-01,70.484,14.083,26.576,2.122,43.425,7.54,14.595,2.459,1095.0,790.6419999999999,411.181,0.74,0.34299999999999997,1.4809999999999999,22.520999999999994,-0.00719318794963146,0.0021004487702966927,-1
2016-07-05,4.261,16.531,24.74,-0.496,1.651,8.556000000000001,12.446,-0.555,462.0,749.2760000000001,424.68800000000005,-0.6759999999999999,0.439,0.654,-66.223,0.005997792697131878,-0.00719318794963146,1
2016-07-06,15.04,17.988,23.754,-0.124,9.798,9.57,11.630999999999998,0.02,770.0,737.655,430.899,0.075,0.39,0.616,10.779,-0.0006200753482781596,0.005997792697131878,0
2016-07-07,32.766,19.979,23.099,0.5539999999999999,16.462,10.347999999999999,11.362,0.5379999999999999,753.0,730.823,428.546,0.052000000000000005,0.35700000000000004,0.7190000000000001,17.726,0.014890445353362383,-0.0006200753482781596,1
2016-07-08,64.609,23.764,24.272,1.683,53.792,13.241,14.610999999999999,2.775,860.0,749.677,425.23199999999997,0.259,0.35100000000000003,1.256,31.842999999999996,0.003526922272097885,0.014890445353362383,1
2016-07-11,58.544,27.273000000000003,26.288,1.19,47.313,15.102,14.757,2.1830000000000003,565.0,757.23,420.63300000000004,-0.457,0.435,0.68,-6.064999999999998,0.007263369463824597,0.003526922272097885,1
2016-07-12,55.943999999999996,27.587,26.305999999999997,1.078,38.996,15.17,14.069,1.693,833.0,754.456,426.93,0.184,0.397,0.7929999999999999,-2.6000000000000014,-0.00013956269094387116,0.007263369463824597,0
2016-07-13,42.218999999999994,28.971999999999998,26.94,0.49200000000000005,23.434,15.559000000000001,13.629000000000001,0.578,842.0,752.65,422.588,0.21100000000000002,0.466,0.7120000000000001,-13.725000000000001,0.0055834590134307156,-0.00013956269094387116,1
2016-07-14,29.213,29.64,27.331,-0.016,24.151999999999997,16.424,13.837,0.5579999999999999,788.0,716.9689999999999,380.764,0.187,0.364,1.39,-13.005999999999993,-0.0013418147635968325,0.0055834590134307156,-1
2016-07-15,21.56,30.554000000000002,26.086,-0.345,12.853,16.633,12.995999999999999,-0.29100000000000004,720.0,690.555,356.631,0.083,0.474,1.2830000000000001,-7.653000000000002,0.0026873094316139665,-0.0013418147635968325,1
2016-07-18,27.873,33.545,23.127,-0.245,22.171,18.316,11.737,0.32799999999999996,427.0,643.355,332.532,-0.6509999999999999,0.44299999999999995,1.242,6.313000000000002,-0.0010165981051432633,0.0026873094316139665,0
2016-07-19,30.38,31.236,21.631999999999998,-0.04,14.800999999999998,16.757,10.886,-0.18,705.0,617.679,319.32,0.273,0.322,1.37,2.506999999999998,0.004162976972451059,-0.0010165981051432633,1
2016-07-20,30.695,30.647,21.225,0.002,22.395,16.764,10.727,0.525,627.0,591.16,292.059,0.12300000000000001,0.38299999999999995,1.36,0.3150000000000013,-0.003777198466573312,0.004162976972451059,-1
2016-07-21,37.883,29.355999999999998,20.398,0.418,21.21,16.019000000000002,10.253,0.506,683.0,569.929,267.233,0.423,0.35700000000000004,1.391,7.188000000000002,0.004485138863732847,-0.003777198466573312,1
2016-07-22,10.347999999999999,28.046,20.824,-0.85,9.568999999999999,15.578,10.388,-0.578,696.0,574.957,266.853,0.45399999999999996,0.353,1.558,-27.535000000000004,-0.0027159408323548413,0.004485138863732847,-1
2016-07-25,28.447,30.226,19.889,-0.08900000000000001,20.771,16.687,9.988999999999999,0.409,499.0,598.129,245.357,-0.40399999999999997,0.349,1.558,18.099,0.0004616016744532848,-0.0027159408323548413,0
2016-07-26,11.754000000000001,29.975,19.799,-0.92,5.6129999999999995,16.430999999999997,9.802,-1.104,732.0,588.297,251.843,0.5710000000000001,0.33299999999999996,1.5919999999999999,-16.692999999999998,-0.0010611118800490742,0.0004616016744532848,-1
2016-07-27,18.475,29.651,19.553,-0.5720000000000001,12.459000000000001,16.462,9.547,-0.419,656.0,580.9830000000001,247.755,0.303,0.35200000000000004,1.168,6.721,0.0011546277266869082,-0.0010611118800490742,1
2016-07-28,22.083000000000002,28.531,19.379,-0.33299999999999996,14.45,15.686,9.257,-0.133,826.0,588.8919999999999,252.696,0.938,0.315,1.6909999999999998,3.6080000000000005,0.0016145730199826022,0.0011546277266869082,1
2016-07-29,25.642,26.258000000000003,16.115,-0.038,15.753,14.687000000000001,8.002,0.133,732.0,583.52,242.774,0.612,0.395,1.635,3.5589999999999975,-0.0008290024140834519,0.0016145730199826022,0
2016-08-01,12.499,23.104,13.422,-0.79,10.332,12.798,6.331,-0.39,478.0,570.7719999999999,235.36599999999999,-0.39399999999999996,0.44799999999999995,1.3940000000000001,-13.142999999999999,-0.006407296889394908,-0.0008290024140834519,-1
2016-08-02,14.762,20.849,11.463,-0.531,10.536,11.62,5.572,-0.195,806.0,560.3969999999999,237.44099999999997,1.034,0.34,1.5119999999999998,2.263,0.0029227093075027666,-0.006407296889394908,1
2016-08-03,9.368,20.328,11.671,-0.9390000000000001,7.039,11.147,5.662999999999999,-0.725,733.0,557.981,235.16299999999998,0.7440000000000001,0.345,1.374,-5.394,0.001063979125949643,0.0029227093075027666,1
2016-08-04,21.396,19.837,11.165,0.14,15.519,10.946,5.615,0.815,558.0,552.222,235.748,0.025,0.385,0.63,12.028,0.008178868662649769,0.001063979125949643,1
2016-08-05,28.659000000000002,20.548000000000002,11.239,0.722,20.218,11.402000000000001,5.869,1.5019999999999998,677.0,555.071,233.597,0.522,0.368,1.574,7.263000000000002,-0.0005957924840521172,0.008178868662649769,0
2016-08-08,21.881999999999998,20.394000000000002,11.262,0.132,13.556,11.135,5.654,0.428,357.0,547.788,231.30200000000002,-0.825,0.46799999999999997,0.7659999999999999,-6.777000000000005,0.0005961476643499221,-0.0005957924840521172,0
2016-08-09,23.194000000000003,20.211,11.137,0.268,18.739,11.245999999999999,5.784,1.296,557.0,542.3340000000001,234.763,0.062,0.379,1.264,1.3120000000000047,-0.0024749932043476477,0.0005961476643499221,-1
2016-08-10,17.069000000000003,18.755,9.886000000000001,-0.171,12.658,10.482000000000001,4.88,0.446,588.0,535.369,232.09099999999998,0.22699999999999998,0.381,0.653,-6.125,0.004640668097045685,-0.0024749932043476477,1
2016-08-11,28.697,20.041,9.706,0.892,18.113,11.24,4.937,1.392,597.0,533.415,231.202,0.275,0.35,0.816,11.627999999999997,-0.000868909239484789,0.004640668097045685,0
2016-08-12,37.904,20.059,10.014,1.7819999999999998,21.679000000000002,11.207,5.3,1.976,558.0,532.24,228.622,0.113,0.441,0.747,9.207000000000004,0.0028837726806437824,-0.000868909239484789,1
2016-08-15,14.321,19.611,11.113,-0.47600000000000003,12.855,11.0,5.822,0.319,381.0,519.064,227.517,-0.607,0.491,0.775,-23.583000000000006,-0.005157647636272058,0.0028837726806437824,-1
2016-08-16,20.417,19.467,11.645,0.08199999999999999,12.577,10.681,6.145,0.309,652.0,509.66900000000004,229.674,0.62,0.377,0.862,6.096000000000002,0.0018810239806969372,-0.005157647636272058,1
2016-08-17,-9.737,18.222,13.714,-2.039,-5.752000000000001,9.894,7.358,-2.126,592.0,498.03,218.608,0.43,0.37799999999999995,1.11,-30.154000000000003,0.002243925499014984,0.0018810239806969372,1
2016-08-18,21.388,18.312,13.163,0.23399999999999999,14.443,10.129,7.107,0.607,663.0,496.904,217.808,0.763,0.335,1.469,31.125,-0.0014621584507809873,0.002243925499014984,-1
2016-08-19,18.756,17.403,12.997,0.10400000000000001,12.165,9.677999999999999,7.025,0.354,563.0,497.788,216.84099999999998,0.301,0.355,1.218,-2.6320000000000014,-4.573076013670892e-05,-0.0014621584507809873,0
2016-08-22,18.766,17.132,13.617,0.12,14.011,9.72,7.402,0.58,382.0,481.84,209.257,-0.47700000000000004,0.44799999999999995,1.204,0.00999999999999801,0.002013462691682972,-4.573076013670892e-05,1
2016-08-23,31.877,17.861,13.985,1.002,23.965,10.347000000000001,7.939,1.715,567.0,464.51,197.953,0.518,0.415,1.406,13.111,-0.005114833058799344,0.002013462691682972,-1
2016-08-24,15.054,17.202,13.687000000000001,-0.157,9.068,9.633,7.282,-0.078,568.0,465.577,198.56599999999997,0.516,0.38,0.706,-16.823,-0.0006885884593432572,-0.005114833058799344,0
2016-08-25,-1.141,16.447,14.466,-1.216,0.807,9.208,7.615,-1.103,687.0,469.909,202.81799999999998,1.07,0.354,1.453,-16.195,-0.0018833440774035787,-0.0006885884593432572,-1
2016-08-26,18.872,15.46,13.251,0.258,12.514000000000001,8.845,7.268,0.505,700.0,473.967,203.02599999999998,1.113,0.38299999999999995,1.854,20.012999999999998,0.0049243316971349805,-0.0018833440774035787,1
2016-08-29,11.922,13.683,13.925,-0.126,8.107999999999999,7.662000000000001,7.52,0.059000000000000004,383.0,484.666,205.733,-0.494,0.457,1.3980000000000001,-6.949999999999999,-0.001648658171602975,0.0049243316971349805,-1
2016-08-30,17.456,13.112,13.832,0.314,12.695,7.356,7.497000000000001,0.7120000000000001,572.0,478.555,209.75900000000001,0.445,0.371,1.4880000000000002,5.533999999999999,-0.0028440137614667445,-0.001648658171602975,-1
2016-08-31,4.5489999999999995,12.107999999999999,13.587,-0.556,2.844,6.771,7.308,-0.537,565.0,479.06800000000004,210.00599999999997,0.409,0.359,1.325,-12.907,4.5974789632381526e-05,-0.0028440137614667445,0
2016-09-01,0.344,10.399000000000001,11.333,-0.887,-4.498,5.644,6.428999999999999,-1.577,679.0,483.311,213.03,0.919,0.37,1.632,-4.204999999999999,0.004508008668787021,4.5974789632381526e-05,1
2016-09-02,5.821000000000001,10.015,10.972000000000001,-0.382,5.332000000000001,5.875,5.906000000000001,-0.092,645.0,493.397,212.222,0.7140000000000001,0.381,1.37,5.477,0.0030224115726175354,0.004508008668787021,1
